image_name,# of ecDNA (DAPI),# of ecDNA (green),# of ecDNA (red),# of ecDNA (DAPI and green),# of ecDNA (DAPI and red),# of ecDNA (red and green),# of ecDNA (DAPI and red and green),# of HSR (red),# of HSR (green)
2668.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2669.tif,"(0, 0.0)","(0, 0.0)","(1, 5)",0.0,0.0,0.0,0.0,0.0,0.0
2670.tif,"(4, 143)","(1, 5)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2671.tif,"(3, 74)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2673.tif,"(2, 43)","(0, 0.0)","(1, 66)",0.0,0.0,0.0,0.0,1.0,1.0
2674.tif,"(10, 433)","(0, 0.0)","(2, 39)",0.0,0.0,0.0,0.0,1.0,0.0
2675.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2678.tif,"(9, 187)","(0, 0.0)","(1, 36)",0.0,0.0,0.0,0.0,0.0,0.0
2679.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2683.tif,"(3, 74)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2688.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2689.tif,"(9, 329)","(0, 0.0)","(7, 75)",0.0,0.0,0.0,0.0,2.0,1.0
2690.tif,"(2, 59)","(0, 0.0)","(1, 4)",0.0,1.0,0.0,0.0,0.0,0.0
2693.tif,"(4, 109)","(1, 19)","(1, 7)",0.0,0.0,0.0,0.0,0.0,1.0
2694.tif,"(6, 248)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2695.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2698.tif,"(1, 28)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2699.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2701.tif,"(0, 0.0)","(0, 0.0)","(1, 27)",0.0,0.0,0.0,0.0,0.0,0.0
2702.tif,"(3, 94)","(0, 0.0)","(1, 3)",0.0,1.0,0.0,0.0,0.0,0.0
2705.tif,"(2, 64)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2706.tif,"(1, 45)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2709.tif,"(9, 364)","(0, 0.0)","(3, 56)",0.0,0.0,0.0,0.0,1.0,1.0
2710.tif,"(2, 60)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2713.tif,"(8, 285)","(0, 0.0)","(3, 9)",0.0,0.0,0.0,0.0,0.0,0.0
2714.tif,"(8, 317)","(1, 1)","(2, 35)",0.0,0.0,0.0,0.0,1.0,0.0
2715.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2718.tif,"(2, 84)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2719.tif,"(2, 63)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2720.tif,"(7, 157)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2721.tif,"(2, 57)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2722.tif,"(12, 373)","(0, 0.0)","(1, 2)",0.0,1.0,0.0,0.0,0.0,0.0
2724.tif,"(3, 85)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2725.tif,"(14, 432)","(2, 10)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2726.tif,"(11, 349)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2728.tif,"(22, 822)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2729.tif,"(40, 1141)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2730.tif,"(30, 931)","(1, 1)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,1.0
2732.tif,"(5, 172)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2733.tif,"(31, 1077)","(1, 4)","(3, 27)",0.0,1.0,0.0,0.0,1.0,0.0
2734.tif,"(26, 868)","(0, 0.0)","(2, 33)",0.0,0.0,0.0,0.0,2.0,1.0
2736.tif,"(4, 115)","(1, 4)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2737.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2743.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2745.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2746.tif,"(0, 0.0)","(5, 15)","(2, 48)",0.0,0.0,3.0,0.0,0.0,0.0
2748.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2749.tif,"(3, 156)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,3.0,1.0
2750.tif,"(1, 14)","(0, 0.0)","(1, 5)",0.0,0.0,0.0,0.0,1.0,0.0
2752.tif,"(2, 47)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2753.tif,"(2, 165)","(2, 8)","(3, 6)",0.0,0.0,2.0,0.0,3.0,1.0
2754.tif,"(1, 19)","(0, 0.0)","(2, 2)",0.0,0.0,0.0,0.0,1.0,0.0
2757.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2758.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2760.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2761.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2762.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2763.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2764.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2765.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2766.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2767.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2768.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2769.tif,"(9, 731)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,2.0
2770.tif,"(1, 37)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2771.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2772.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2773.tif,"(2, 51)","(0, 0.0)","(3, 34)",0.0,1.0,0.0,0.0,2.0,0.0
2774.tif,"(3, 123)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2775.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2776.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2777.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2778.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2779.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2780.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2781.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2782.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2783.tif,"(0, 0.0)","(0, 0.0)","(5, 431)",0.0,0.0,0.0,0.0,0.0,0.0
2784.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2785.tif,"(0, 0.0)","(0, 0.0)","(1, 603)",0.0,0.0,0.0,0.0,0.0,0.0
2786.tif,"(0, 0.0)","(0, 0.0)","(1, 339)",0.0,0.0,0.0,0.0,0.0,0.0
2787.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2788.tif,"(0, 0.0)","(0, 0.0)","(3, 9)",0.0,0.0,0.0,0.0,0.0,0.0
2789.tif,"(1, 72)","(2, 16)","(5, 520)",0.0,1.0,1.0,0.0,2.0,2.0
2790.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2791.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2792.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2793.tif,"(1, 19)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2794.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2795.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2796.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2797.tif,"(0, 0.0)","(1, 1)","(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
2798.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2799.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2800.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2801.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2802.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2803.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2804.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2805.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2806.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2807.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2808.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2809.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2810.tif,"(1, 19)","(2, 12)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,2.0
2811.tif,"(0, 0.0)","(0, 0.0)","(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
2812.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2813.tif,"(0, 0.0)","(0, 0.0)","(4, 259)",0.0,0.0,0.0,0.0,0.0,0.0
2814.tif,"(2, 78)","(0, 0.0)","(4, 130)",0.0,1.0,0.0,0.0,1.0,0.0
2815.tif,"(1, 34)","(0, 0.0)","(1, 114)",0.0,1.0,0.0,0.0,3.0,0.0
2816.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2817.tif,"(0, 0.0)","(0, 0.0)","(1, 31)",0.0,0.0,0.0,0.0,0.0,0.0
2818.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2819.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2820.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2821.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2822.tif,"(2, 98)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2823.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2824.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2825.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2826.tif,"(1, 34)","(2, 40)","(6, 357)",0.0,0.0,0.0,0.0,0.0,1.0
2827.tif,"(3, 102)","(0, 0.0)","(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
2828.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2829.tif,"(5, 208)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2830.tif,"(19, 1225)","(0, 0.0)","(2, 149)",0.0,2.0,0.0,0.0,0.0,1.0
2831.tif,"(0, 0.0)","(2, 11)","(1, 5)",0.0,0.0,0.0,0.0,0.0,0.0
2832.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2833.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2834.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2835.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2836.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2837.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2838.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2839.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2840.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2841.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2842.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2843.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2844.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2845.tif,"(2, 46)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2846.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2847.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2848.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2849.tif,"(3, 149)","(1, 2)","(1, 294)",0.0,0.0,0.0,0.0,1.0,1.0
2850.tif,"(0, 0.0)","(1, 4)","(3, 48)",0.0,0.0,0.0,0.0,1.0,1.0
2851.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2852.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2853.tif,"(0, 0.0)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
2854.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2855.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2856.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2857.tif,"(0, 0.0)","(1, 28)","(2, 99)",0.0,0.0,1.0,0.0,0.0,0.0
2858.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2859.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2870.tif,"(4, 109)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2871.tif,"(4, 122)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2872.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2873.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2874.tif,"(9, 254)","(0, 0.0)","(3, 24)",0.0,0.0,0.0,0.0,0.0,0.0
2875.tif,"(1, 19)","(0, 0.0)","(2, 24)",0.0,0.0,0.0,0.0,1.0,0.0
2878.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2880.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2881.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2884.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2885.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2886.tif,"(0, 0.0)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
2889.tif,"(1, 16)","(0, 0.0)","(4, 57)",0.0,0.0,0.0,0.0,1.0,0.0
2890.tif,"(1, 41)","(0, 0.0)","(4, 78)",0.0,1.0,0.0,0.0,0.0,0.0
2892.tif,"(1, 23)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2893.tif,"(7, 357)","(0, 0.0)","(12, 511)",0.0,5.0,0.0,0.0,0.0,0.0
2895.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2896.tif,"(0, 0.0)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
2899.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2903.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2909.tif,"(4, 128)","(0, 0.0)","(3, 15)",0.0,0.0,0.0,0.0,1.0,0.0
2910.tif,"(1, 16)","(0, 0.0)","(3, 46)",0.0,0.0,0.0,0.0,1.0,0.0
2912.tif,"(0, 0.0)","(0, 0.0)","(1, 9)",0.0,0.0,0.0,0.0,1.0,0.0
2913.tif,"(5, 188)","(0, 0.0)","(2, 30)",0.0,0.0,0.0,0.0,1.0,0.0
2914.tif,"(2, 37)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
2922.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2923.tif,"(0, 0.0)","(0, 0.0)","(1, 5)",0.0,0.0,0.0,0.0,0.0,0.0
2925.tif,"(0, 0.0)","(0, 0.0)","(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
2926.tif,"(5, 78)","(0, 0.0)","(1, 18)",0.0,0.0,0.0,0.0,1.0,0.0
2927.tif,"(0, 0.0)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
2928.tif,"(1, 18)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2929.tif,"(6, 185)","(0, 0.0)","(2, 114)",0.0,0.0,0.0,0.0,0.0,0.0
2930.tif,"(4, 116)","(0, 0.0)","(1, 30)",0.0,0.0,0.0,0.0,3.0,0.0
2931.tif,"(3, 100)","(0, 0.0)","(2, 37)",0.0,0.0,0.0,0.0,0.0,0.0
2932.tif,"(0, 0.0)","(0, 0.0)","(2, 3)",0.0,0.0,0.0,0.0,0.0,0.0
2933.tif,"(1, 16)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
2934.tif,"(1, 14)","(0, 0.0)","(5, 76)",0.0,0.0,0.0,0.0,2.0,0.0
2935.tif,"(1, 20)","(0, 0.0)","(2, 11)",0.0,0.0,0.0,0.0,0.0,0.0
2937.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2938.tif,"(0, 0.0)","(0, 0.0)","(3, 37)",0.0,0.0,0.0,0.0,0.0,0.0
2941.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2944.tif,"(1, 44)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2945.tif,"(4, 77)","(0, 0.0)","(2, 152)",0.0,0.0,0.0,0.0,1.0,0.0
2946.tif,"(1, 56)","(0, 0.0)","(9, 338)",0.0,0.0,0.0,0.0,0.0,0.0
2948.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2949.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2950.tif,"(0, 0.0)","(0, 0.0)","(1, 68)",0.0,0.0,0.0,0.0,0.0,0.0
2951.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2952.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2953.tif,"(0, 0.0)","(0, 0.0)","(1, 415)",0.0,0.0,0.0,0.0,3.0,0.0
2954.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2955.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2958.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2960.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2961.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2962.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2963.tif,"(0, 0.0)","(0, 0.0)","(3, 27)",0.0,0.0,0.0,0.0,0.0,0.0
2964.tif,"(1, 18)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2965.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2966.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2967.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2969.tif,"(1, 22)","(0, 0.0)","(5, 283)",0.0,0.0,0.0,0.0,1.0,0.0
2970.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2972.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2973.tif,"(1, 26)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2974.tif,"(4, 65)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,2.0,0.0
2975.tif,"(0, 0.0)","(0, 0.0)","(7, 92)",0.0,0.0,0.0,0.0,2.0,0.0
2977.tif,"(0, 0.0)","(0, 0.0)","(3, 22)",0.0,0.0,0.0,0.0,0.0,0.0
2978.tif,"(1, 30)","(0, 0.0)","(4, 16)",0.0,0.0,0.0,0.0,0.0,0.0
2979.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2980.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2983.tif,"(0, 0.0)","(0, 0.0)","(1, 150)",0.0,0.0,0.0,0.0,0.0,0.0
2984.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2985.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2986.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2988.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2989.tif,"(1, 38)","(0, 0.0)","(3, 132)",0.0,0.0,0.0,0.0,1.0,0.0
2992.tif,"(0, 0.0)","(0, 0.0)","(4, 189)",0.0,0.0,0.0,0.0,2.0,0.0
2993.tif,"(3, 60)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
2995.tif,"(1, 95)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3000.tif,"(0, 0.0)","(0, 0.0)","(4, 49)",0.0,0.0,0.0,0.0,0.0,0.0
3001.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3004.tif,"(1, 28)","(0, 0.0)","(2, 9)",0.0,0.0,0.0,0.0,0.0,0.0
3005.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3009.tif,"(1, 22)","(0, 0.0)","(2, 332)",0.0,0.0,0.0,0.0,1.0,0.0
3010.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3012.tif,"(0, 0.0)","(0, 0.0)","(1, 32)",0.0,0.0,0.0,0.0,0.0,0.0
3013.tif,"(1, 28)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3014.tif,"(0, 0.0)","(0, 0.0)","(4, 18)",0.0,0.0,0.0,0.0,2.0,0.0
3015.tif,"(1, 34)","(0, 0.0)","(3, 118)",0.0,0.0,0.0,0.0,1.0,0.0
3017.tif,"(2, 309)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3018.tif,"(3, 125)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
